西元前年,年份數字,紀年標題,同年序號,資料類型,國家,人物,事件詞,原文內容
前458,458,周貞定王十一年（西元前四五八年）,4,考案,齊、楚、韓、趙、魏、晉、周、魯,知伯、智伯、趙襄子,伐、攻、圍、立、滅、奔,案：《晉世家》記是年知伯與趙、韓、魏分範、中行地之後，“出公怒，告齊、魯，欲以伐四卿，四卿恐，遂反攻出公。出公奔齊道死。”《趙世家》亦有相同之記載，惟時在趙襄子立四年。《六國表》亦記趙襄子四年“與智伯分范、中行地”，當周貞定王十五年（西元前四五四年），較《晉世家》遲四年。《韓非子·十過》與《趙策一》第二章，稱知伯率趙、韓、魏滅範、中行之後，“反歸休兵數年”。因索地于韓、魏、趙，趙弗與，知伯因約韓、魏攻趙，圍晉陽三年，終於魏、韓反而與趙共滅知伯，而三分其地。周貞定王十五年正當知伯與魏、韓合圍晉陽之時。可知《六國表》、《趙世家》所記四卿分範、中行地之時間不確。既然四卿分範、中行地，與知伯等圍趙晉陽之間，嘗休兵數年，知伯又圍趙于晉陽三年，可知《晉世家》所載是年分範、中行地是實。《晉世家·索隱》引《紀年》雲：“出公二十三年奔楚”，正當韓、趙、魏共滅知伯之後一年。可知出公因滅知伯而出奔，非如晉、趙兩《世家》所謂因分範、中行地而出奔。陳夢家《六國紀年》從《六國表》與《趙世家》，定四卿分範、中行氏地在晉出公二十一年，即周貞定王十五年，與史實不相符合，非是也。
前458,458,周貞定王十一年（西元前四五八年）,5,史料,越,,卒、立,[越]王鼫與卒，子王不壽立。（《越世家》）
前458,458,周貞定王十一年（西元前四五八年）,6,史料,越,,卒、立,鹿郢立，六年卒。（《越世家·索隱》引《紀年》，省略“次不壽立”四字）
前458,458,周貞定王十一年（西元前四五八年）,7,考案,越,句踐,卒、立,案：《越世家·索隱》引《紀年》雲：“於粵子句踐卒，是羐執。次鹿郢立，六年卒”，又引樂資雲：“越語謂鹿郢為鼫與也。”蓋“六年卒”以下省略“次不壽立”四字。《路史·後紀》卷十三下注引《紀年》作“鹿郢立，是為鼫與，六年卒，盲姑立，是為不壽”。蓋雜采《越世家》與《紀年》。
前458,458,周貞定王十一年（西元前四五八年）,8,史料,齊、韓,知伯,伐、卒,知伯將伐仇由而道難不通，乃鑄大鐘遺仇由之君。仇由之君大說，除道將內之，赤章蔓枝曰：“不可。此小之所以事大也。而今也大以來，卒必隨之，不可內也。”仇由之君不聽，遂內之。赤章蔓枝因斷轂而驅，至於齊，七月而仇由亡矣。（《韓非子·說林下》）
前458,458,周貞定王十一年（西元前四五八年）,9,史料,衛、中山,智伯,攻,中山之國有公繇者，智伯欲攻之而無道也，為鑄大鐘、方車二軌以遺之。公繇之君將斬岸堙溪以迎鐘。赤章蔓枝諫曰：“《詩》雲：唯則定國。我胡則以得是于智伯？夫智伯之為人也貪而無信，必欲攻我而無道也。故為大鐘、方車二軌以遺君，君因斬岸堙溪以迎鐘，師必隨之。”弗聽。有頃，諫之。君曰：“大國為歡，而子逆之，不祥。子釋之。赤章蔓枝曰：“為人臣不忠貞，罪也；忠貞不用，遠身可也。”斷轂而行，至衛七日，而公繇亡。（《呂氏春秋·權勳》）
前458,458,周貞定王十一年（西元前四五八年）,10,考案,楚、周、中山,知伯、智伯,伐、攻、卒、滅、取,案：《西周策》第三章游騰為周君謂楚王亦雲：“昔智伯欲伐公由，遺之大鐘，載以廣車，因隨入以兵，公由卒亡，無備故也。”《史記·樗裡子列傳》“公由”作“仇猶”。仇由、公繇、公由、仇猶，皆音同通用。《呂氏春秋》所謂“中山之國”，乃謂此國處於山中。《呂氏春秋》“公”舊本誤作“夙”，今從畢沅據《說文系傳》校正。《說文系傳》口部“公”字下雲：“《呂氏春秋》有公猶，智伯欲伐者也。”《樗裡子列傳·正義》引《括地志》雲：“並州盂縣外城，俗名原仇山，亦名仇猶，夷狄之國也。”《讀史方輿紀要》謂太原盂縣有仇猶城，縣北七裡有仇猶山，是智伯所伐。黃式三《周季編略》推定仇由之亡在周貞定王十一年，其說可取。按地理形勢，知伯攻滅仇由，當在次年知伯伐中山之前。
前457,457,周貞定王十二年（西元前四五七年）,1,史料,秦、齊、楚、晉,,,秦厲共公二十年，晉出公十八年，齊平公二十四年，楚惠王三十二年。
前457,457,周貞定王十二年（西元前四五七年）,2,史料,秦,,,秦厲共公二十年公將師與緜諸戰。（《六國表》）
前457,457,周貞定王十二年（西元前四五七年）,3,考案,秦,,伐,案：《六國表》秦厲共公六年“繇諸乞援”。秦惠公六年“伐諸繇”。梁玉繩以為皆即緜諸。《史記·匈奴列傳》雲：“自隴以西有緜諸、緄戎、翟、貔之戎。”緜諸在今甘肅天水縣。《漢書·地理志》天水郡有緜諸道。
前457,457,周貞定王十二年（西元前四五七年）,4,史料,晉、中山,荀瑤,伐、取,晉荀瑤伐中山，取窮魚之丘。（《水經·巨馬水注》、《初學記》八、《太平御覽》六十四、《太平寰宇記》六十七引《紀年》）
前457,457,周貞定王十二年（西元前四五七年）,5,考案,晉、周、蔡,,卒、立,案：諸書引《紀年》，皆不記何年，今本《竹書紀年》列于周貞定王十二年，即晉出公十八年，不知何據。今姑列于此。蔡聲侯十五年卒，子元侯立。（《管蔡世家》）
前457,457,周貞定王十二年（西元前四五七年）,6,考案,楚、蔡,,卒,案：《六國表》記“蔡聲侯卒”于楚惠王三十二年。
前457,457,周貞定王十二年（西元前四五七年）,7,史料,燕、衛,智伯,,[智伯]還自衛，三卿宴于藍台。（《說苑·貴德篇》“宴”作“燕”，“宴”“燕”通用）
前457,457,周貞定王十二年（西元前四五七年）,8,史料,韓、趙、晉、周,智伯、韓康子,滅、殺,智襄子戲韓康子而侮段規。智伯國聞之（《說苑》“智伯國”作“智果”。作“果”為是，見案語），諫曰：“主不備（《說苑》作“主弗備難”），難必至矣（《說苑》無“矣”字）。”曰：“難將由我，我不為難，誰敢興之。”對曰：“異於是。夫郤氏有車轅之難，趙有孟姬之讒，欒有叔祁之愬（《說苑》“愬”作“訴”），範、中行有亟治之難，皆主之所知也。《夏書》有之曰：‘一人三失，怨豈在明，不見是圖。’《周書》有之曰：‘怨不在大，亦不在小。’夫君子能勤小物，故無大患。今主一宴而恥人之君相（《說苑》“宴”作“謀”，“恥”作“愧”），又弗備，曰不敢興難，無乃不可乎？（《說苑》“無”作“毋”）夫誰不可喜而誰不可懼（《說苑》作“嘻不可不懼”），螻蟻蜂蠆，皆能害人，況君相乎！”弗聽（《說苑》“弗”作“不”）。自是五年，乃有晉陽之難（《說苑》“乃”作“而”）。段規反，首難（《說苑》無“首難”二字），而殺智伯于師，遂滅智氏。（《國語·晉語九》，《說苑·貴德》第二十九章大體相同）
前457,457,周貞定王十二年（西元前四五七年）,9,考案,韓、趙、魏,智伯、韓康子、魏桓子,,案：韋注：“段規，魏桓子之相也。”董增齡《國語正義》雲：“《韓非子·十過》知過曰：韓康子之謀臣曰段規，今雲魏桓子之相，與韓非異義矣。”今按韋注誤。段規當為韓康子之相。智襄子戲韓康子而侮段規，智伯國謂“恥人之君相”，即指韓康子及其相段規。《趙策一》第二章有與《韓非子·十過》相同之記述。
前457,457,周貞定王十二年（西元前四五七年）,10,考案,韓、趙、魏、晉,知伯、智伯、韓康子,伐、攻、圍、滅、殺,又案：智伯國，《說苑》作智果，黃式三謂果、國雙聲，是一人。今考智果與智國並非一人。《墨子·所染》與《呂氏春秋·當染》皆雲：“智伯瑤染于智國、張武”，孫詒讓《墨子間詁》以為智伯瑤所染之智國，即是《晉語》此節之知伯國。此說不當。《所染》與《當染》篇列舉六君所染不當，因而國家殘亡。身為刑戮，可知六君所染之臣皆為敗類。《晉語》此節之智伯國，因智伯戲韓康子而侮段規進諫，智伯因不聽而滅亡。則此諫者乃良臣而非敗類，當從《說苑》作智果為是。智伯國當為智果之誤。《國語·晉語九》又記知宣子將以瑤為後，知果進諫，以為“瑤之很在心，心很敗國”，弗聽，知果別族于太史為輔氏。《韓非子·十過》篇與《趙策一》第二章，皆記智伯約結韓、魏伐趙，圍晉陽三年，趙臣張孟談陰約魏、韓反攻，知過請知伯殺魏、韓之君，弗聽。知過出更其姓為輔氏。可知知果亦即知過，“果”“過”同音通用。
前457,457,周貞定王十二年（西元前四五七年）,11,史料,衛、宋,智伯,伐,智伯欲伐衛，遺衛君野馬四，白璧一（“白”上原衍“百”字，從黃丕烈校刪，詳案語）。衛君大悅，群臣皆賀，南文子有憂色。衛君曰：“大國大歡，而子有憂色何？”文子曰：“無功之賞，無力之禮（《說苑·權謀》“力”作“方”，疑“方”字是），不可不察也。野馬四，白璧一（“白”原作“百”，今改正），此小國之禮也，而大國致之，君其圖之。”衛君以其言告邊境。智伯果起兵而襲衛，至境而反，曰：“衛有賢人，先知吾謀也。”（《宋衛策》第九章，《說苑·權謀》第四十一章與此相同而字句頗有不同）
前457,457,周貞定王十二年（西元前四五七年）,12,考案,衛,,,案：“遺衛君野馬四，白璧一”，“白”上原衍“百”字，或以“四百”連讀，非是。《說苑·權謀》作“遺之乘馬，先之一璧”，“乘馬”即馬四匹。黃丕烈雲：“百即白字誤衍，下文百璧一，誤同。”
前457,457,周貞定王十二年（西元前四五七年）,13,史料,衛,智伯,,智伯欲襲衛，故遺之乘馬，先之一璧。衛君大悅，酌酒，諸大夫皆喜，南文子獨不喜，有憂色。衛君曰：“大國禮寡人，寡人故酌諸大夫酒，諸大夫皆喜，而子獨不喜，有憂色者何也？”南文子曰：“無方之禮，無功之賞，禍之先也。我未有往，彼有以來，是以憂也。”於是衛君乃修梁津而擬邊城，智伯聞衛兵在境上，乃還。（《說苑·權謀》第四十一章）
前457,457,周貞定王十二年（西元前四五七年）,14,考案,周,,,案：“擬邊城”當有誤字。黃式三《周季編略》改作“警邊備”。
前457,457,周貞定王十二年（西元前四五七年）,15,史料,衛、宋,智伯,奔,智伯欲襲衛，乃佯亡其太子，使奔衛。南文子曰：“太子顏為君子也（《說苑·權謀》“為君子也”作“之為其君子也”），甚愛而有寵（《說苑》無“而有寵”三字），非有大罪而亡（《說苑》“亡”下有“之”字），必有故（《說苑》此下有“然人亡而不受，不祥”句）。”使人迎之於境（《說苑》作“使更逆之”），曰：“車過五乘，慎勿納也（《說苑》“納”作“內”）。”智伯聞之乃止。（《宋衛策》第十章，《說苑·漢謀》第四十一章同）
前457,457,周貞定王十二年（西元前四五七年）,16,考案,周、衛,,,案：《大事記》系此事于周貞定王十二年，雲：“《國語》序藍台之宴，雲還自衛，姑載于此。”黃式三、顧觀光等皆從其說，今附編於此。
前457,457,周貞定王十二年（西元前四五七年）,17,史料,衛、宋,,伐、攻,犀首伐黃，過衛，使人謂衛君曰：“弊邑之師，過大國之郊，曾無一介之使以存之乎？敢請其罪。今黃城將下矣。已，將移兵而造大國之城下。”衛君懼，束組三百緄，黃金三百鎰，以隨使者。南文子止之，曰：“是勝黃城，必不敢來；不勝，亦不敢來。是勝黃城，則功大名美，內臨其倫。夫在中者惡臨議其事，蒙大名，挾成功，坐禦以待中之議，犀首雖愚，必不為也。是不勝黃城，破心而走，歸恐不免於罪矣。彼安敢攻衛以重其不勝之罪哉？”果勝黃城，帥師而歸，遂不敢過衛。（《宋衛策》第三章）
前457,457,周貞定王十二年（西元前四五七年）,18,考案,魏、吳、衛,張儀、智伯、魏桓子,攻、立、取,案：南文子即文子木，亦即子南彌牟，亦稱衛將軍文子。蓋子南其氏，木與彌牟其名，文子則其諡也。亦稱南氏，因稱南文子。《世本》雲：“靈公生昭子郢，郢生文子木”（《禮記·檀弓·正義》引）。《左傳》哀公二十五年記衛出公“奪南氏邑”，杜注謂南氏“子南之子公孫彌牟”，蓋昭子郢字子南，公孫彌牟因以為氏。《通志·氏族略》雲：“子南氏，衛靈公之子公子郢之後。”《左傳》哀公二十六年載：“悼公立，南氏相之”。南文子為衛悼公之相，此處衛君當即衛悼公。犀首非官名而為稱號，此後與張儀同時之縱橫家魏人公孫衍，嘗以稱號犀首名顯于時。吳師道雲：“據《左傳》南文子相衛悼公，悼公與智伯並時，則犀首非公孫衍矣。”考黃城在今河南內黃縣西北，正當衛之西河西北，後為魏地。此時率師攻取黃城之犀首，當為魏桓子之將領。
