西元前年,年份數字,紀年標題,同年序號,資料類型,國家,人物,事件詞,原文內容
前274,274,周赧王四十一年（西元前二七四年）,7,考案,秦、楚、韓、魏、鄭、蔡,,攻、救、取、拔,案：《穰侯列傳》誤以上年秦敗走暴鳶為此年事，又誤以救魏之韓將暴鳶為魏將，更誤以秦攻取魏之卷、蔡陽、長社為下年事。以秦簡《編年記》與《史記》比勘，可知《秦本紀》與《穰侯列傳》之“蔡陽”，當是“蔡、中陽”之誤。西漢南陽郡有蔡陽，當今湖北棗陽縣東，時屬楚，非魏地。《秦本紀·正義》引《括地志》雲：“蔡陽，今豫州上蔡水之陽，古城在豫州北七十裡。”蓋以古蔡國所在之上蔡，又名蔡陽，但於史籍無確據。是時蔡為魏地，中陽亦為魏地，即梁惠王十七年鄭麓侯（即韓昭侯）來朝中陽之中陽。《魏世家》、《六國表》謂“秦拔我四城”，四城當即卷、蔡、中陽、長社。卷在今河南原陽縣西，中陽在今河南鄭州市東，長社在今河南長葛縣東北，蔡在今河南上蔡縣西南，皆在韓、魏接境之邊緣，蓋秦兵據韓地以攻取魏西邊之城邑。
前274,274,周赧王四十一年（西元前二七四年）,8,史料,燕、趙、周,,攻、取,[趙惠文王]二十五年燕周將，攻昌城、高唐取之。（《趙世家》）
前274,274,周赧王四十一年（西元前二七四年）,9,考案,齊、燕、趙、周,樂毅,攻、取,案：昌城、高唐皆為齊地。高唐為齊西北之重要城邑，在今山東高唐縣東北，昌城在今河北冀縣西北。《趙世家》載孝成王十年燕攻昌壯，《正義》謂“壯”乃“城”之誤，引《括地志》雲：“昌城故城在冀州信都縣西北五裡。”原為齊邑而趙取之。此處《正義》引《括地志》雲：“故昌城在淄州淄川縣東北四十裡也。”蓋誤以昌城為昌國，昌國曾為樂毅封地，在今山東淄博市南，齊都臨淄之西，趙不能突然攻取其地。# 卷 十八 周赧王四十二年（西元前二七三年）至 五十年（西元前二六五年）
前273,273,週報王四十二年（西元前二七三年）,1,史料,秦、齊、楚、燕、韓、趙、魏,秦昭王,,秦昭王三十四年，魏安釐王四年，韓釐王二十三年，趙惠文王二十六年，齊襄王十一年，楚頃襄王二十六年，燕惠王六年。
前273,273,週報王四十二年（西元前二七三年）,2,史料,秦,秦昭王,攻,[秦昭王]卅四年攻華陽。（秦簡《編年記》）
前273,273,週報王四十二年（西元前二七三年）,3,史料,秦、魏、蔡,,攻、取,[秦昭襄王]三十三年客卿胡傷攻魏卷、蔡陽、長社取之。擊芒卯、華陽破之，斬首十五萬，魏入南陽以和。（《秦本紀》，“擊芒卯、華陽”乃三十四年事，此誤上一年）
前273,273,週報王四十二年（西元前二七三年）,4,史料,秦、趙、魏、晉,白起,攻、卒、拔,[秦]昭王三十四年白起攻魏，拔華陽，走芒卯，而虜三晉將（“晉”字當為衍文），斬首十三萬。與趙將賈偃戰，沈其卒二萬人於河中。（《白起列傳》）
前273,273,週報王四十二年（西元前二七三年）,5,史料,秦、魏、晉,白起、秦昭王,,秦昭王三十四年白起擊魏華陽軍，芒卯走，得三晉將（“晉”字當為衍文），斬首十五萬。（《六國表》）
前273,273,週報王四十二年（西元前二七三年）,6,史料,秦、趙、魏,白起,,[趙惠文王]二十五年與魏共擊秦，秦將白起破我華陽，得一將軍。（《趙世家》）
前273,273,週報王四十二年（西元前二七三年）,7,史料,秦、魏,,,魏安釐王四年與秦南陽以和。（《六國表》）
前273,273,週報王四十二年（西元前二七三年）,8,史料,秦、韓、趙、魏、蔡,白起、秦昭王,攻、取,明年（指秦昭王三十四年）穰侯與白起、客卿胡陽複攻趙、韓、魏（“韓”字當為衍文），破芒卯于華陽下，斬首十萬，取魏之卷、蔡陽、長社，趙氏觀津。（《穰侯列傳》）
前273,273,週報王四十二年（西元前二七三年）,9,史料,秦、韓、魏,白起、秦昭王,攻,秦昭王使白起攻韓、魏，敗之于華陽，禽魏將芒卯，韓、魏服而事秦。（《春申君列傳》，“禽”當為“走”字之誤）
前273,273,週報王四十二年（西元前二七三年）,10,考案,秦、齊、韓、趙、魏、周、吳,白起,攻、救、立,案：據《韓世家》及《韓策三》第十五章，是年趙、魏攻韓華陽，韓相遣使入秦見穰侯求救，穰侯請秦王發兵救之，大敗趙、魏于華陽。《魏世家》、《白起列傳》、《穰侯列傳》、《六國表》以及秦簡《編年記》皆系華陽之役於是年。《秦本紀》與《趙世家》則誤上一年。此役秦之主將，《秦本紀》只言胡傷，《六國表》、《趙世家》、《白起列傳》、《春申君列傳》皆言白起。《穰侯列傳》則謂穰侯與白起、客卿胡陽，蓋穰侯主其事，白起為指揮作戰之大將，而胡傷為主攻之將軍也。《穰侯列傳》作胡陽，《趙策三》作“胡易”（誤作“胡易”），梁玉繩謂“傷”乃“陽”之訛，作“陽”為是。今案“陽”、“傷”均從“易”聲，音同字通，“傷”非訛字。陳直舉封斯侯劉胡傷、吳胡傷之名，謂《秦記》之“胡傷”為人名，非姓名連稱（《史記新證》十六頁），尚不足以為定論。芒卯又作孟卯，見帛書《戰國縱橫家書》第十五章，《西周策》第十一章，《呂氏春秋·應言》，《韓非子》的《說林》、《顯學》篇、《淮南子·氾論訓》等。“孟”“芒”音轉通用。作“芒”者疑後起。陳直以為《周金文存》著錄一劍，銘曰：“王立事歲，衞衞令孟卯、右軍師司馬倉，尉導執劑”（卷六第九十一頁），蓋即魏將孟卯之物（《史記新證》第十六頁）。此說不足信。此為趙國兵器，陳氏釋文有誤，當釋作：“王立事，南行陽令瞿卯，左庫工師司馬郃，冶導執齊”（拓本見《殷周金文錄遺》五九九），此劍與孟卯無關。
前273,273,週報王四十二年（西元前二七三年）,11,考案,秦、韓、趙、魏、晉,白起,伐、攻、救、卒,又案：《秦本紀》、《六國表》言“斬首十五萬”，據《白起列傳》，當是指華陽之役十三萬，又沉趙卒二萬人而言。《白起列傳》稱“虜三晉將”，《六國表》作“得三晉將”，“晉”字當為衍文。《資治通鑒》作“虜三將”，是也。《穰侯列傳》稱“複攻趙、韓、魏”，“韓”字當為衍文。梁玉繩曰：“是時秦救韓而伐趙、魏，何雲攻韓，當衍韓字。”《穰侯列傳》雲“斬首十萬”，當作“十三萬”。
前273,273,週報王四十二年（西元前二七三年）,12,史料,秦、韓、趙、魏,,攻、救,趙、魏攻華陽，韓謁急於秦，冠蓋相望，秦不救。韓相國謂田苓曰：“事急。願公雖疾，為一宿之行。”田苓見穰侯，穰侯曰：“韓急乎？何故使公來？”田苓對曰：“未急也。”穰侯怒曰：“是何以為公之主使乎（“主”原誤作“王”，從鮑本及《韓世家》改正）？冠蓋相望，告弊邑甚急，公曰：‘未急’，何也？”田苓曰：“彼韓急則將變矣。”穰侯曰：“公無見王矣！臣請今發兵救韓（“今”原作“令”，今從《韓世家》改正)！”八日中，大敗趙、魏于華陽之下。（《韓策三》第十五章）
前273,273,週報王四十二年（西元前二七三年）,13,史料,秦、韓、趙、魏,,攻、救、卒、立,[韓釐王]二十三年，趙、魏攻我華陽。韓告急于秦，秦不救。韓相國謂陳筮曰：“事急，願公雖病，為一宿之行。”陳筮見穰侯。穰侯曰：“事急乎？故使公來。”陳筮曰：“未急也。”穰侯怒曰：“是可以為公之主使乎？夫冠蓋相望，告敝邑甚急，公來言未急，何也？”陳筮曰：“彼韓急則將變而佗從，以未急，故複來耳。”穰侯曰：“公無見王，請今發兵救韓。”八日而至，敗趙、魏于華陽之下。是歲，釐王卒，子桓惠王立。（《韓世家》）
前273,273,週報王四十二年（西元前二七三年）,14,考案,韓,,,案：陳筮，《集解》徐廣曰：“一作筌”，《索隱》引徐廣作“荃”，又引《戰國策》作“田荼”。今本《韓策三》第十五章作“田苓”，《太平御覽》四百六十所引，訛作“由餘”。今案：“田”“陳”古通用，“筮”“筌”“荼”“苓”形近，未知“筮”“苓”孰是。《古今人表》作陳筮，同于《韓世家》。
前273,273,週報王四十二年（西元前二七三年）,15,史料,秦、韓、周,,,天下又比周而軍華下，大王以詔破之，兵至梁郭下。（《韓非子·初見秦》，《秦策一》第五章同，惟“周”作“志”，“詔”作“詐”，無下字，鮑改“郭”為“都”）
前273,273,週報王四十二年（西元前二七三年）,16,考案,秦、韓、趙、魏、周、吳、鄭,,攻、圍、取,案：《魏策三》第五章雲：“華軍之戰，魏不勝秦。”《戰國縱橫家書》第十五章亦雲：“華軍，秦戰勝魏，走孟卯，攻大樑”，《魏策三》第三章與第四章皆謂“秦敗魏于華”，蓋華陽原名華，亦稱華下。所謂“華軍”，即“軍華下”也。韓非子稱“天下又比周而軍華下”，《秦策》“比周”作“比志”，吳曾祺《補注》：“比志謂志合也。”朱起鳳以為“作比周者傳寫之誤”，恐不確。“比周”謂密集聚屯。《秦本紀·正義》雲：“《括地志》雲：故華城在鄭州管城縣南三十裡，《國語》雲史伯對鄭桓公，虢鄶十邑，華其一也。華陽即此城也。按是時韓、趙聚兵于華陽攻秦，即此矣。”華陽即在今河南鄭州南三十裡，正當韓都新鄭之北。是時魏、趙聚兵于華陽欲大舉進攻韓都也。秦軍于八日突然大舉圍攻華陽，取得大勝，斬首十三萬，又追擊潰退之趙軍，當趙將賈偃所部潰退渡河時，擊沉其二萬人於河中。秦軍繼而乘勝，圍攻魏都大樑。《韓非子》所謂“兵至梁郭下”。梁即大樑，郭即其大郭。程恩澤雲：“《竹書紀年》梁惠王三十一年為下溝于北郭，以行圃田之水，北郭即梁郭也。”甚是。“兵至梁郭下”即是“圍大樑”。
前273,273,週報王四十二年（西元前二七三年）,17,史料,秦、齊、楚、燕、韓、趙、魏、晉、周、吳、衛、宋、鄭、中山,,伐、攻、圍、救、取、拔、殺,秦敗魏于華，走芒卯而圍大樑（《穰侯列傳》“走芒卯”下有“入北宅”，帛書《戰國縱橫家書》十五章“圍”作“攻”）。須賈為魏謂穰侯曰：“臣聞魏氏大臣父兄皆謂魏王曰：‘初時惠王伐趙，戰勝乎三梁，十萬之軍拔邯鄲，趙氏不割，而邯鄲複歸。齊人攻燕，殺子之，破故國，燕不割而燕國複歸。燕、趙之所以國全兵勁而地不並乎諸侯者，以其能忍難而重出地也。宋、中山數伐數割，而隨以亡。臣以為燕、趙可法，而宋、中山可無為也。夫秦，貪戾之國而無親，蠶食魏，盡晉國，戰勝睾丸（“睾”，當依帛書及《穰侯列傳》作“暴”，暴子即韓將暴鳶。二字形近而訛），割八縣，地未畢人而兵複出矣。夫秦何厭之有哉！今又走芒卯，入北地（“北地”，帛書及《穰侯列傳》作“北宅”，當依改。“北宅”，又名“宅陽”，今鄭州北），此非但攻梁也，且劫王以多割也！王必勿聽也。今王循楚、趙而講(“循”，《穰侯列傳》作“背”，帛書亦作“循”。帛書編者注：“循當作遁，逃避”)，楚、趙怒而與王爭事秦，秦必受之。秦挾楚、趙之兵以複攻，則國救亡不可得也已，願王之必無講也。王若欲講，必少割而有質，不然必欺。是臣之所聞于魏也。願君之以是慮事也。《周書》曰：“維命不于常。”此言幸之不可數也。夫戰勝畢子而割八縣（“畢”當作“暴”），此非兵力之精，非計之工也，天幸為多矣。今又走芒卯，入北地以攻大樑，是以天幸自為常也，知者不然。臣聞魏氏悉其百縣勝兵以止成大樑（“止”，帛書、《穰侯傳》皆作“上”，“上”字於義為長），臣以為不下三十萬，以三十萬之眾，守十仞之城（“十仞”，當依帛書及《穰侯列傳》作“七仞”。“十”、“七”形近古書多相訛），臣以為雖湯、武複生，弗易攻也。夫輕信楚、趙之兵（“信”，當從帛書作“倍”，形近而訛。“倍”通“背”。《穰侯列傳》正作“背”），陵十仞之城（“十”乃“七”之訛，說見上），戴三十萬之眾而志必舉之（戴，《穰侯列傳》作“戰”，吳師道雲：“一本標孫作戰。”帛書“戴”作“犯”），臣以為自天地之始分以至於今（“地”原作“正”，從《穰侯列傳》改正），未嘗有之也。攻而不能拔，秦兵必罷，陶必亡（“陶”原誤作“陰”，從帛書及《穰侯列傳》改正），則前功必棄矣。今魏方疑，可以少割收也，願之及楚、趙之兵未任于大樑也（“願之”，當從帛書、《穰侯列傳》作“願君”。“任”當為“位”（蒞）之誤），亟以少割收，魏方疑，而得以少割為和，必欲之，則君得所欲矣。楚、趙怒于魏之先己講也，必爭事秦，從是以散，而君後擇焉。且君之嘗割晉國取地也，何必以兵哉。夫兵不用而魏效絳、安邑，又為陶啟兩機，盡故宋（“機”，帛書作“畿”，帛書編者注：“疑幾字與畿通，疆界之意。”《穰侯列傳》作“又為陶開兩道，幾盡故宋”，亦可通），衛效尤憚（鮑本作“憚尤”，當為“單父”之誤。《穰侯列傳》作單父）。秦兵已令而君制之（“已令”，帛書作“苟全”，《穰侯列傳》作“可全”，“令”乃“全”之訛），何求而不得？何為而不成？臣願君之熟計而無行危也！”穰侯曰：“善。”乃罷梁圍。（《魏策三》第三章）
前273,273,週報王四十二年（西元前二七三年）,18,史料,秦、齊、楚、燕、韓、趙、魏、晉、周、衛、宋、中山,白起、秦昭王,伐、攻、圍、拔、殺,華軍，秦戰勝魏，走孟卯，攻大樑（梁）。須賈說穰侯曰：“臣聞魏長吏胄（謂）魏王曰：‘初時者，惠王伐趙，戰勝三梁（梁），拔邯戰(“戰”，“鄲”之訛)，趙氏不割而邯戰(鄲)複歸。齊人攻燕，拔故國，殺子之，燕人不割而故國複反。燕、趙之所以國大兵強而地兼諸侯者，以其能忍難而重出地也。宋、中山數伐數割，而國隋(隨)以亡。臣以為燕、趙可法，而宋、中山可毋為也。秦，貪戾之國也，而無親，蠶食魏氏，盡晉國，勝暴子，割八縣，地未畢入而兵複出矣。夫秦何厭(饜)之有哉(哉)。今有(又)走孟卯，入北宅，此非敢梁(梁)也(《戰國縱橫家書》編者注謂“敢”下當依《穰侯列傳》補“攻”字)。且劫王以多割，王必勿聽也。今王循(遁)楚、趙而講，楚、趙怒而與王爭秦，秦必受之。秦挾楚、趙之兵以複攻，則國求毋亡，不可得已。願王之必毋講也。王若欲講，必小(少)割而有質，不然必欺。”此臣之所聞于魏也，願君之以氏(是)慮事也。周書曰：“唯命不為常。”此言幸之不可數也。夫戰勝暴子，割八縣之地，此非兵力之請(精)也，非計慮之攻(工)也，夫天幸為多。今有(又)走孟卯，入北宅，以攻大樑(梁)，是以天幸自為常也。知(智)者不然。臣聞魏氏悉其百縣勝甲以上，以戎(“戎”、“戍”之訛)大樑(梁)，臣以為不下卅萬。以卅萬之眾，守七仞之城，臣以為湯、武複生，弗易攻也。夫輕倍(背)楚、趙之兵，陵七刃(仞)之城，犯卅萬之眾，而志必舉之，臣以為自天地始分，以至於今，未之嘗有也。攻而弗拔，秦兵必罷，陶必亡，則前功有必棄矣。今魏方疑，可以小(少)割而收也。願君遝(遽)楚、趙之兵未至於梁(梁)也，亟以小(少)割收魏。魏方疑，而得以小(少)割為和，必欲之，則君得所欲矣。楚、趙怒于魏之先己也，必爭事秦，從(縱)已散，而君後(後)擇焉。且君之得地也，豈必以兵哉(哉)。□(割)晉國也，秦兵不功(攻)，而魏效降(降)、安邑，有(又)為陶啟兩幾，盡故宋，而率(“率”，“衛”之訛)蟬尤(“尤”，“父”之訛)。秦兵苟全而君制之。何索而不得，奚為□□□(而不成)。願□(君)之孰(熟)慮之而毋行危也。”君曰：“善。”乃罷梁(梁)圍。(《戰國縱橫家書》第十五章)[秦]昭王三十二年(當作三十四年)，穰侯為相國，將兵攻魏，走芒卯，入北宅，遂圍大樑，梁大夫須賈說穰侯曰：“臣聞魏之長吏謂魏王曰：‘昔梁惠王伐趙，戰勝三梁，拔邯鄲；趙氏不割，而邯鄲複歸。齊人攻衛，拔故國，殺子良；衛人不割，而故地複反（帛書作“齊人攻燕，拔故國，殺子之，燕人不割而故國複反”，《穰侯列傳》大體相同，此處“衛”當作“燕”，“子良”當作“子之”）。衛、趙之所以國全兵勁而地不並于諸侯者，以其能忍難而重出地也。宋、中山數伐割地，而國隨以亡。臣以為衛、趙可法，而宋、中山可為戒也。秦，貪戾之國也，而毋親，蠶食魏氏，又盡晉國，戰勝暴子，割八縣，地未畢入，兵複出矣。夫秦何厭之有哉。今又走芒卯，入北宅，此非敢攻梁也，且劫王以求多割地。王必勿聽也。今王背楚、趙而講秦，楚、趙怒而去王，與王爭事秦，秦必受之。秦挾楚、趙之兵以複攻梁，則國求無亡不可得也。願王之必無講也。王若欲講，少割而有質；不然，必見欺。此臣之所聞于魏也，願君之以是慮事也(“君”下原衍“王”字，從帛書與《魏策》刪)。《周書》曰“惟命不于常”，此言幸之不可數也。夫戰勝暴子，割八縣，此非兵力之精也，又非計之工也，天幸為多矣。今又走芒卯，入北宅，以攻大樑，是以天幸自為常也，智者不然。臣聞魏氏悉其百縣勝甲以上戍大樑，臣以為不下三十萬。以三十萬之眾守梁七仞之城，臣以為湯、武複生，不易攻也。夫輕背楚、趙之兵，陵七仞之城，戰三十萬之眾，而志必舉之，臣以為自天地始分以至於今，未嘗有者也。攻而不拔，秦兵必罷，陶邑必亡，則前功必棄矣。今魏氏方疑，可以少割收也。願君逮楚、趙之兵未至於梁，亟以少割收魏。魏方疑而得以少割為利，必欲之，則君得所欲矣。楚、趙怒于魏之先己也，必爭事秦，從以此散，而君後擇焉。且君之得地豈必以兵哉。割晉國，秦兵不攻，而魏必效絳安邑。又為陶開兩道，幾盡故宋，衛必效單父。秦兵可全，而君制之，何索而不得，何為而不成。願君熟慮之而無行危。”穰侯曰：“善。”乃罷梁圍。（《穰侯列傳》）案：據《韓世家》、《白起列傳》、《魏策三》第三章，華陽之戰，走芒卯，入北宅，圍大樑，須賈為魏說穰侯，乃秦昭王三十四年事，《穰侯列傳》以“穰侯為相國，將兵攻魏，走芒卯，入北宅，圍大樑，須賈說穰侯”誤列于昭王三十二年，又以穰侯與白起胡陽“破芒卯于華陽下”列於三十四年，將一事誤分為二，分列兩年。
前273,273,週報王四十二年（西元前二七三年）,19,考案,秦、魏,,拔,又案：《魏策》、《穰侯列傳》載須賈說穰侯曰：“戰勝暴子，割八縣，地未畢入而兵複出矣。”暴子即暴鳶，《秦本紀》載秦破暴鳶，“魏入三縣以和”，《穰侯列傳》稱“得三縣”，梁玉繩謂“八縣誤”。其實不誤。帛書亦作“八縣”，“八縣”乃魏請和之許諾，地未畢入而秦兵複出，予秦者蓋三縣而已，二縣秦已拔之，溫縣為魏所獻。
前273,273,週報王四十二年（西元前二七三年）,20,考案,秦、魏,,圍,又案：因須賈說穰侯而解梁圍之說，鮑彪以為不可信。鮑彪辨之曰：“賈之說不足以已秦也，為其為魏也過深，而說秦者不切。夫以秦為天幸，而欲其無行危也，秦豈信之哉？秦行是，何危之有？且其為魏之過深也，適足以疑秦，豈沮於是哉？梁圍之解，將別有故，非賈之力也。”梁玉繩從其說，雲：“梁圍之罷，因獻南陽，何曾是須賈說穰侯而罷乎？鮑彪辨是也。”
前273,273,週報王四十二年（西元前二七三年）,21,史料,秦、韓、趙、魏、代,,救、滅、殺,[魏安麓王]四年，秦破我及韓、趙（“韓”字衍文），殺十五萬人，走我將芒卯。魏將段幹子請予秦南陽以和。蘇代謂魏王曰：“欲璽者段幹子也，欲地者秦也。今王使欲地者制璽，使欲璽者制地，魏氏地不盡則不知已。且夫以地事秦，譬猶抱薪救火，薪不盡，火不滅。”王曰：“是則然也。雖然，事始已行，不可更矣。”對曰：“王獨不見夫博之所以貴梟者，便則食，不便則止矣。今王曰‘事始已行，不可更’，是何王之用智不如用梟也？”(《魏世家》)
前273,273,週報王四十二年（西元前二七三年）,22,考案,,,,案：南陽，《集解》徐廣曰：“在修武。”
前273,273,週報王四十二年（西元前二七三年）,23,史料,秦、魏,,救,華軍之戰（姚注：“華下一本有陽字。”鮑本“軍”作“陽”），魏不勝秦，明年，將使段幹崇割地而講。孫臣謂魏王曰：“魏不以敗之上割，可謂善用不勝矣。而秦不以勝之上割，可謂不能用勝矣（鮑本“能”作“善”）。今處期年，乃欲割，是群臣之私，而王不知也。且夫欲璽者，段幹子也，王因使之割地；欲地者秦也，而王因使之受璽；夫欲璽者制地，而欲地者制璽，其勢必無魏矣！且夫奸臣固皆欲以地事秦（鮑本“臣”作“人”），以地事秦譬猶抱薪而救火也，薪不盡，則火不止。今王之地有盡，而秦之求無窮（鮑本“之求”作“求之”），是薪火之說也。”魏王曰：“善。雖然，吾已許秦矣，不可以革也。”對曰：“王獨不見夫博者之用梟邪？欲食則食，欲握則握，今君劫於群臣而許秦，因曰‘不可革’，何用智之不若梟也？”魏王曰：“善。”乃案其行。（《魏策三》第五章）
前273,273,週報王四十二年（西元前二七三年）,24,考案,秦、魏,,,案：魏使段幹子割地而講，《魏世家》在安釐王四年華陽戰敗之後，《六國表》亦記是年“與秦南陽以和”。《秦本紀》亦記“魏入南陽以和”在破芒卯華陽之後。而《魏策三》則謂在“華軍之戰”之明年。今從《魏世家》。
前273,273,週報王四十二年（西元前二七三年）,25,考案,秦、魏、周,,會,又案：《魏世家》段幹子，《魏策三》作段幹崇。《史記·老子列傳》雲：“老子之子名宗，宗為魏將，封于段幹。”姚範《援鶉堂筆記》雲：“崇疑即宗，計崇之年，似不為老子之子。”(見《史記會注考證》所引)《老子列傳》又謂：嘗見秦獻公之周太史儋或即老子，汪中《老子考異》以為段幹崇即為太史儋之子。
前273,273,週報王四十二年（西元前二七三年）,26,考案,秦、魏,,卒,又案：《魏策三》雲：“魏王曰：“善。”乃案其行。”《太平御覽》九百二十七引《春秋後語》亦雲：“王乃止其行。”但《秦本紀》言“魏入南陽以和”，《六國表·魏表》亦謂“與秦南陽以和”，《資治通鑒》作“魏王不聽，卒以南陽為和，實修武”，當有所據。
前273,273,週報王四十二年（西元前二七三年）,27,考案,秦、魏,,,又案：《青照堂叢書次編》引《春秋後語》，以及《太平御覽》九百二十七引《春秋後語》，大體皆與《魏世家》相合，惟《青照堂叢書》所引作“王使段幹木子從，與秦南陽，木以千金和”，與《魏世家》不合，恐不確。
前273,273,週報王四十二年（西元前二七三年）,28,史料,秦、齊、楚、韓、趙、魏、晉、蔡、代,白起、秦昭王,伐、攻、取、會,明年（指秦昭王三十四年），穰侯與白起、客卿胡陽複攻趙、韓、魏（“韓”為衍文），破芒卯于華陽下，斬首十萬，取魏之卷、蔡陽、長社，趙氏觀津。且與趙觀津，益趙以兵，伐齊。齊襄王懼，使蘇代為齊陰遺穰侯書曰：“臣聞往來者言曰：秦將益趙甲四萬以伐齊，臣竊必之敝邑之王曰：秦王明而熟于計，穰侯智而習於事，必不益趙甲四萬以伐齊。”是何也？夫三晉之相與也，秦之深仇也。百相背也，百相欺也，不為不信，不為無行。今破齊以肥趙，趙，秦之深仇，不利於秦。此一也。秦之謀者，必曰‘破齊，弊晉、楚，而後制晉、楚之勝’。夫齊，罷國也，以天下攻齊，如以千鈞之弩決潰痛也，必死，安能弊晉、楚？此二也。秦少出兵，則晉、楚不信也；多出兵，則晉、楚為制于秦。齊恐，不走秦，必走晉、楚。此三也。秦割齊以啖晉、楚，晉、楚案之以兵，秦反受敵（《史記會注考證》：楓山、三條本“敵”作“弊”）。此四也。是晉、楚以秦謀齊，以齊謀秦也，何晉、楚之智而秦、齊之愚？此五也。故得安邑以善事之，亦必無患矣。秦有安邑，韓氏必無上黨矣。取天下之腸胃，與出兵而懼其不反也，孰利？臣故曰秦王明而熟于計，穰侯智而習於事，必不益趙甲四萬以伐齊矣。”於是穰侯不行，引兵而歸。（《穰侯列傳》，其中蘇代遺穰侯書，同于《秦策二》第十五章）
前273,273,週報王四十二年（西元前二七三年）,29,考案,秦、魏、蔡,,取,案：“取魏之卷、蔡陽、長社”，據秦簡《編年記》與《秦本紀》，乃上年之事，此誤下一年。
前273,273,週報王四十二年（西元前二七三年）,30,史料,秦、齊、楚、韓、趙、魏、晉、代,,伐、救、取,《初學記》二十二引“齊”下有“王”字，當是)，令田章以陽武合于趙，而以順子為質，趙王喜，乃案兵告于秦，曰：“齊以陽武賜弊邑，而納順子，欲以解伐，敢告下吏。”秦王使公子他之趙，謂趙王曰：“齊與大國救魏而倍約，不可信。恃大國弗義，以告弊邑，而賜之二社之地，以奉祭祀，今又案兵，且欲合齊而受其地，非使臣之所知也！請益甲四萬，大國裁之！”蘇代為齊獻書穰侯曰：“臣聞往來者之言曰（“之”原在“者”上，從《初學記》二十二、《太平御覽》三百五十五所引及鮑本改正）：秦且益趙甲四萬人以伐齊，臣竊必之弊邑之王曰：‘秦王明而熟于計，穰侯智而習於事，必不益趙甲四萬人以伐齊。’（《初學記》二十二、《太平御覽》三百五十五引“甲”下有“兵”字，下同）是何也？夫三晉相結，秦之深仇也。三晉背秦，百欺秦，不為不信，不為無行。今破齊以肥趙，趙，秦之深仇，不利於秦，一也。秦之謀者，必曰：‘破齊弊晉（“晉”下當依《穰侯列傳》補“楚”字），而後制晉楚之勝。’夫齊，罷國也；以天下擊之，譬猶以千鈞之弩決潰癰也。秦王安能制晉楚哉？二也。秦少出兵，則晉、楚不信；多出兵，則晉、楚為制于秦；齊恐，則必不走于秦（鮑本無“必”字），且走晉、楚。三也。齊割地以實晉、楚，則晉、楚安；齊舉兵而為之頓劍，則秦反受兵。四也。是晉、楚以秦破齊，以齊破秦（鮑本“破”作“伐”），何晉、楚之智而齊、秦之愚？五也。秦得安邑，善齊以安之，亦必無患矣。秦有安邑，則韓、魏必無上黨哉（《太平御覽》一百六十三引“韓”下無“魏”字，同于《穰侯列傳》）。夫取三晉之腸胃，與出兵而懼其不反也，孰利？故臣竊必之以弊邑之王曰：‘秦王明而熟于計，穰侯智而習於事，必不益趙甲四萬人以伐齊矣。’”（《秦策二》第十五章）
前273,273,週報王四十二年（西元前二七三年）,31,考案,秦、齊、楚、燕、韓、趙、魏、宋、鄭、代,蘇秦、樂毅、白起、齊威王、齊宣王、齊湣王,伐、攻、滅、取、遷,案：唐蘭曰：《史記·穰侯列傳》把此事（案，指陘山之事）放在穰侯和白起等破芒卯于華陽下之後。華陽在今河南省密縣，在鄭州西南，不知與陘山何涉。陘山屬太行山脈，當指（西元）前二八五年樂毅以趙相國名義伐齊取靈丘一事。田章即陳璋。順子大概是齊閔王的子侄，過去就曾在趙國當作質子，見《燕策二》。如果是破芒卯以後，那就在（西元）前二七三年，齊閔王已死十一年，怎麼能有這兩個人物呢？破齊肥趙，正是五國攻齊時的話。齊滅宋後，魏國就向秦國獻安邑，那麼獻書穰侯當在（西元）前二八五年無疑。《秦策》“蘇代”當是“蘇秦”(《司馬遷所沒有見過的珍貴史料》注二十九，收入《戰國縱橫家書》)。此說根據不足。唐氏據高注，以為陘山蓋趙井陘塞，陘山之事，指趙惠文王十四年相國樂毅率五國之師攻齊取靈丘一事。靈丘在今山東高唐之南，“取靈丘”與陘山何涉。《楚世家》載威王十年魏伐楚取陘山，《正義》引《括地志》雲：“陘山在鄭州新鄭縣西南三十裡。”《蘇秦列傳》記蘇秦說韓王：“南有陘山”，《集解》：“徐廣曰：召陵有陘亭，密縣有陘山。”鮑彪因謂“陘山在密，《後漢書·地理志》注雲：《史記》秦破魏華陽，地亦在縣，則此策書陘山，史書華陽，一役也。事在（秦昭）三十四年。”其說是。徐廣謂“召陵有陘亭，密縣有陘山”。蓋稱陘山者非一地，除密縣有陘山外，楚與韓、魏之間尚有陘山，即召陵之陘山。《策》言“夫齊，罷（疲）國也，以天下擊之，譬猶以千鈞之弩決潰癰也”，蓋齊已為樂毅所破而後經田單複國者。若將此事定在西元前二八五年，當齊湣王十六年，樂毅方率五國之兵攻齊，齊尚未攻破，兵力尚強，豈得“譬猶以千鈞之弩決潰癰也”？《策》言“趙且與秦伐齊”，趙因齊獻地而案兵，秦又欲益甲四萬伐齊，齊因使蘇代獻書穰侯，請不益甲伐齊，此與樂毅方合五國之兵攻齊之形勢亦不合。陳夢家《六國紀年》以為陳璋、田章、章子、匡章是一人，亦無當。匡章不能與田章混為一談。匡章于齊威王晚年已為將，于齊宣王時屢建戰功，至齊湣王初年仍為攻秦函谷之主將，其後無聞，蓋已高年不為將。
